City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
295,Tukrah,LY,2022-05-03 03:05:02,32.5341,20.5791,60.19,87,66,8.79
296,Jinan,CN,2022-05-03 03:05:02,36.6683,116.9972,81.91,21,1,17.13
297,Fort Nelson,CA,2022-05-03 03:05:03,58.8053,-122.7002,41.02,94,100,4.59
298,Iqaluit,CA,2022-05-03 03:05:03,63.7506,-68.5145,-2.4,94,11,9.57
299,Liuzhou,CN,2022-05-03 03:05:04,24.3126,109.3892,73.35,50,40,8.72
300,Xiongyue,CN,2022-05-03 03:05:04,40.1774,122.1228,66.99,41,41,24.52
301,Hualmay,PE,2022-05-03 03:05:05,-11.0964,-77.6139,65.08,86,74,6.64
302,Villavicencio,CO,2022-05-03 03:05:05,4.142,-73.6266,71.47,93,59,4.41
303,Micheweni,TZ,2022-05-03 03:05:06,-4.9667,39.8333,77.41,83,100,17.92
304,Prince Rupert,CA,2022-05-03 03:00:12,54.3161,-130.3201,47.03,79,100,5.73
305,Waitati,NZ,2022-05-03 03:05:07,-45.75,170.5667,61.81,62,0,4.21
306,Plymouth,US,2022-05-03 03:03:44,41.8334,-70.8328,48.67,87,100,8.05
307,Gimli,CA,2022-05-03 03:01:15,50.6336,-96.9907,32.76,87,100,5.91
308,Meulaboh,ID,2022-05-03 03:05:08,4.1363,96.1285,74.64,97,100,4.85
309,Nome,US,2022-05-03 03:05:09,64.5011,-165.4064,32.16,51,0,20.71
310,Banda Aceh,ID,2022-05-03 03:05:09,5.5577,95.3222,79.88,84,100,12.44
311,Igurubi,TZ,2022-05-03 03:05:10,-4.0,33.7,66.31,84,92,8.84
312,Sobolevo,RU,2022-05-03 03:05:11,54.4299,31.8996,40.82,91,59,6.55
313,Lompoc,US,2022-05-03 03:06:11,34.6391,-120.4579,57.78,76,0,14.97
314,Imbituba,BR,2022-05-03 03:02:06,-28.24,-48.6703,63.86,94,100,12.53
315,Longyan,CN,2022-05-03 03:06:12,25.1072,117.0225,72.99,47,13,4.74
316,Aklavik,CA,2022-05-03 03:06:12,68.2191,-135.0107,35.91,96,98,6.78
317,Egvekinot,RU,2022-05-03 03:06:13,66.3167,-179.1667,22.51,66,37,2.73
318,Honningsvag,NO,2022-05-03 03:06:13,70.9821,25.9704,28.15,69,100,12.66
319,Cam Ranh,VN,2022-05-03 03:06:14,11.9214,109.1591,85.96,66,40,9.22
320,Sebinkarahisar,TR,2022-05-03 03:06:14,40.2883,38.4236,44.94,73,100,1.79
321,Rocha,UY,2022-05-03 03:06:15,-34.4833,-54.3333,51.67,85,92,3.22
322,Cururupu,BR,2022-05-03 03:06:16,-1.8283,-44.8683,74.68,94,99,1.39
323,Verkhoyansk,RU,2022-05-03 03:06:16,67.5447,133.385,25.48,85,100,5.12
324,Tutoia,BR,2022-05-03 03:06:17,-2.7619,-42.2744,78.17,87,100,7.43
325,Schaffhausen,CH,2022-05-03 03:06:17,47.6973,8.6349,49.39,84,100,3.0
326,Sur,OM,2022-05-03 03:06:18,22.5667,59.5289,89.1,36,0,6.8
327,Kirakira,SB,2022-05-03 03:06:18,-10.4544,161.9205,84.7,71,83,6.87
328,Mahibadhoo,MV,2022-05-03 03:06:19,3.7833,72.9667,85.51,76,82,17.43
329,Lagoa,PT,2022-05-03 03:06:19,39.05,-27.9833,59.76,91,51,9.57
330,Agadir,MA,2022-05-03 03:04:34,30.4202,-9.5982,61.25,79,0,3.83
331,Gyorszemere,HU,2022-05-03 03:06:20,47.5526,17.5636,46.4,83,82,1.32
332,Necochea,AR,2022-05-03 03:06:20,-38.5473,-58.7368,45.3,76,8,8.68
333,Oneida,US,2022-05-03 03:06:21,43.2001,-75.4663,52.02,97,100,3.44
334,Cetraro,IT,2022-05-03 03:06:22,39.5166,15.9416,54.21,85,6,1.36
335,Chicama,PE,2022-05-03 03:06:22,-7.8447,-79.1469,67.26,79,41,5.75
336,Chincha Alta,PE,2022-05-03 03:06:23,-13.4099,-76.1323,68.4,77,89,2.62
337,Boa Vista,BR,2022-05-03 03:06:23,2.8197,-60.6733,82.38,61,0,9.22
338,Marica,BR,2022-05-03 03:06:24,-22.9194,-42.8186,75.15,89,26,4.59
339,Port Blair,IN,2022-05-03 03:06:24,11.6667,92.75,86.04,79,75,5.75
340,Toyooka,JP,2022-05-03 03:06:25,35.5333,134.8333,62.65,48,40,5.75
341,Lock Haven,US,2022-05-03 03:06:25,41.137,-77.4469,55.89,87,4,2.42
342,Hovd,MN,2022-05-03 03:06:26,48.0056,91.6419,66.7,20,66,6.24
343,Itoman,JP,2022-05-03 03:06:26,26.1247,127.6694,74.17,56,75,17.27
344,Sola,VU,2022-05-03 03:06:27,-13.8833,167.55,82.08,69,98,7.18
345,Sisimiut,GL,2022-05-03 03:06:27,66.9395,-53.6735,24.98,96,100,1.97
346,Dingzhou,CN,2022-05-03 03:06:28,38.5131,114.9956,88.34,13,3,10.4
347,Krutikha,RU,2022-05-03 03:06:28,53.9599,81.2093,45.88,46,33,13.33
348,Tarakan,ID,2022-05-03 03:06:29,3.3,117.6333,85.5,74,20,5.75
349,Tigil,RU,2022-05-03 03:06:30,57.8,158.6667,35.74,84,100,7.7
350,San Carlos De Bariloche,AR,2022-05-03 03:06:30,-41.1456,-71.3082,49.75,43,20,16.11
351,Hojai,IN,2022-05-03 03:06:31,26.0,92.8667,76.28,67,99,4.25
352,Saint George,US,2022-05-03 03:06:31,37.1041,-113.5841,76.24,17,0,3.0
353,Castro,BR,2022-05-03 03:06:32,-24.7911,-50.0119,59.47,90,3,2.64
354,Puerto Rondon,CO,2022-05-03 03:06:33,6.2805,-71.1,77.0,69,75,4.81
355,Ikom,NG,2022-05-03 03:06:33,5.9667,8.7063,73.08,96,100,2.84
356,Zhigansk,RU,2022-05-03 03:06:34,66.7697,123.3711,25.34,70,2,10.0
357,Lalibela,ET,2022-05-03 03:06:34,12.0333,39.0333,60.91,58,86,5.32
358,Santa Maria,BR,2022-05-03 03:05:11,-29.6842,-53.8069,53.55,99,100,6.53
359,Geraldton,AU,2022-05-03 03:07:35,-28.7667,114.6,70.21,64,0,14.97
360,Luderitz,NA,2022-05-03 03:07:36,-26.6481,15.1594,66.72,48,20,7.72
361,Khandagayty,RU,2022-05-03 03:07:36,50.7333,92.05,62.01,40,100,4.97
362,Puerto Leguizamo,CO,2022-05-03 03:07:37,-0.1934,-74.7819,72.21,97,100,1.72
363,Marsa Matruh,EG,2022-05-03 03:07:37,31.3525,27.2453,63.79,91,0,19.01
364,Taywarah,AF,2022-05-03 03:07:38,33.35,64.4167,53.73,42,4,3.06
365,Nikolayevsk-Na-Amure,RU,2022-05-03 03:07:39,53.1406,140.73,36.54,90,100,8.68
366,Alofi,NU,2022-05-03 03:07:39,-19.0595,-169.9187,80.49,83,75,5.75
367,Cap Malheureux,MU,2022-05-03 03:07:40,-19.9842,57.6142,75.47,79,1,11.43
368,Veraval,IN,2022-05-03 03:07:41,20.9,70.3667,84.24,77,0,10.56
369,Ketchikan,US,2022-05-03 03:07:41,55.3422,-131.6461,46.87,71,100,9.22
370,Maningrida,AU,2022-05-03 03:07:42,-12.0667,134.2667,90.07,47,21,8.41
371,Biak,ID,2022-05-03 03:07:42,-0.9131,122.8766,84.49,66,51,2.95
372,Altena,DE,2022-05-03 03:07:43,51.3,7.6667,44.08,95,13,3.87
373,Xingyi,CN,2022-05-03 03:07:43,24.1877,102.817,61.09,45,59,5.06
374,Havoysund,NO,2022-05-03 03:07:44,70.9963,24.6622,28.63,72,100,14.76
375,Mutare,ZW,2022-05-03 03:07:44,-18.9707,32.6709,50.92,95,0,0.92
376,Acajutla,SV,2022-05-03 03:07:45,13.5928,-89.8275,83.32,76,90,3.94
377,Nuevitas,CU,2022-05-03 03:07:45,21.5453,-77.2644,75.43,88,16,8.7
378,Riosucio,CO,2022-05-03 03:07:46,5.4216,-75.7032,59.47,97,99,1.07
379,Tilichiki,RU,2022-05-03 03:07:46,60.4667,166.1,31.91,91,96,11.56
380,Ishikari,JP,2022-05-03 03:07:47,43.2397,141.3539,48.27,76,75,6.91
381,Half Moon Bay,US,2022-05-03 03:07:47,37.4636,-122.4286,60.01,70,0,21.85
382,Namatanai,PG,2022-05-03 03:07:48,-3.6667,152.4333,85.68,67,86,4.07
383,Den Helder,NL,2022-05-03 03:07:49,52.9599,4.7593,49.98,93,100,5.99
384,Kimberley,ZA,2022-05-03 03:03:24,-28.7323,24.7623,54.99,48,0,7.34
385,Comodoro Rivadavia,AR,2022-05-03 03:05:16,-45.8667,-67.5,51.96,63,19,7.78
386,Oxford,GB,2022-05-03 03:07:10,51.7522,-1.256,52.18,90,99,1.01
387,Oranjestad,AW,2022-05-03 03:07:50,12.524,-70.027,79.93,86,67,27.27
388,Sechura,PE,2022-05-03 03:07:50,-5.5569,-80.8222,68.36,75,90,13.85
389,Port Lincoln,AU,2022-05-03 03:07:51,-34.7333,135.8667,68.79,52,0,19.77
390,Churachandpur,IN,2022-05-03 03:07:51,24.3333,93.6667,78.51,54,32,1.9
391,Lingao,CN,2022-05-03 03:07:52,19.9103,109.6859,74.35,62,92,12.46
392,Nsanje,MW,2022-05-03 03:07:53,-16.92,35.262,62.37,98,20,2.57
393,Porto Novo,BJ,2022-05-03 03:07:13,6.4965,2.6036,78.73,83,100,3.33
394,Mehamn,NO,2022-05-03 03:07:54,71.0357,27.8492,24.75,93,75,5.75
395,Antalaha,MG,2022-05-03 03:07:54,-14.9003,50.2788,72.27,87,4,5.91
396,Muros,ES,2022-05-03 03:07:55,42.7762,-9.0603,54.09,78,6,15.59
397,Sitka,US,2022-05-03 03:07:55,57.0531,-135.33,44.49,70,100,16.11
398,Konakovo,RU,2022-05-03 03:07:56,56.7,36.7667,41.7,80,99,7.76
399,Moron,AR,2022-05-03 03:07:56,-34.6534,-58.6198,53.35,70,64,4.38
400,Westerland,DE,2022-05-03 03:07:57,54.9079,8.3033,45.01,76,75,16.11
401,Luan,CH,2022-05-03 03:07:58,46.3592,6.9759,47.86,81,100,2.46
402,Livingstonia,MW,2022-05-03 03:08:58,-10.606,34.1063,58.26,84,65,4.79
403,Farah,AF,2022-05-03 03:08:59,32.5,62.5,73.47,31,46,4.76
404,Las Vigas,MX,2022-05-03 03:09:00,19.6333,-97.0833,56.55,82,57,3.98
405,Tommot,RU,2022-05-03 03:09:00,58.9564,126.2925,33.46,53,100,3.47
406,Beringovskiy,RU,2022-05-03 03:09:01,63.05,179.3167,29.41,64,84,2.39
407,Mentakab,MY,2022-05-03 03:09:02,3.4865,102.3516,82.69,76,100,1.5
408,Lorengau,PG,2022-05-03 03:09:02,-2.0226,147.2712,84.58,74,100,4.52
409,Bac Lieu,VN,2022-05-03 03:09:03,9.285,105.7244,85.42,66,100,12.24
410,Henties Bay,NA,2022-05-03 03:09:03,-22.116,14.2845,66.51,63,3,1.19
411,Evensk,RU,2022-05-03 03:09:04,61.95,159.2333,32.36,96,100,9.53
412,Kalnibolotskaya,RU,2022-05-03 03:09:04,46.0058,40.4568,44.82,94,100,9.66
413,Beauchamps,FR,2022-05-03 03:09:05,50.012,1.5176,37.31,91,9,4.21
414,Olafsvik,IS,2022-05-03 03:09:05,64.8945,-23.7142,35.46,94,100,18.3
415,Jiangyou,CN,2022-05-03 03:09:06,31.7667,104.7167,70.74,43,82,5.03
416,Celestun,MX,2022-05-03 03:09:06,20.8667,-90.4,80.31,73,42,10.16
417,Bucerias,MX,2022-05-03 03:06:16,20.75,-105.3333,75.18,88,40,0.0
418,Gravelbourg,CA,2022-05-03 03:09:07,49.8834,-106.5512,52.07,45,79,13.82
419,Mahajanga,MG,2022-05-03 03:09:08,-15.7167,46.3167,71.62,94,20,4.61
420,Lola,GN,2022-05-03 03:09:09,7.8,-8.5333,70.02,99,100,0.74
421,Morondava,MG,2022-05-03 03:09:09,-20.2833,44.2833,71.28,65,0,6.69
422,Ciudad Bolivar,VE,2022-05-03 03:09:10,8.1222,-63.5497,82.83,59,63,13.47
423,Te Anau,NZ,2022-05-03 03:09:10,-45.4167,167.7167,61.77,56,7,1.61
424,Feijo,BR,2022-05-03 03:09:11,-8.1642,-70.3536,72.0,98,98,3.22
425,Rudnogorsk,RU,2022-05-03 03:09:11,57.2639,103.7519,42.21,76,49,19.46
426,Kommunisticheskiy,RU,2022-05-03 03:09:12,61.6789,64.4819,32.59,72,6,6.98
427,Urubamba,PE,2022-05-03 03:09:12,-13.3047,-72.1158,52.7,89,69,5.5
428,Gizo,SB,2022-05-03 03:09:13,-8.103,156.8419,84.4,72,52,5.39
429,Tshela,CD,2022-05-03 03:09:13,-4.9833,12.9333,71.85,99,55,1.1
430,Ancud,CL,2022-05-03 03:09:14,-41.8697,-73.8203,50.47,90,100,6.82
431,Muborak,UZ,2022-05-03 03:09:15,39.2553,65.1528,73.9,49,98,11.36
432,Port Moresby,PG,2022-05-03 03:09:15,-9.4431,147.1797,84.65,71,35,8.5
433,Wald-Michelbach,DE,2022-05-03 03:09:16,49.57,8.8317,52.39,82,45,2.73
434,Hwange,ZW,2022-05-03 03:09:16,-18.3693,26.5019,58.73,68,0,3.02
435,Port Hardy,CA,2022-05-03 03:09:17,50.6996,-127.4199,46.9,87,87,10.38
436,Akdepe,TM,2022-05-03 03:09:17,42.0551,59.3788,62.69,86,100,8.21
437,La Ronge,CA,2022-05-03 03:09:18,55.1001,-105.2842,31.84,98,100,15.01
438,Lahaina,US,2022-05-03 03:09:18,20.8783,-156.6825,79.84,89,98,12.57
439,Shingu,JP,2022-05-03 03:09:19,33.7333,135.9833,63.37,42,0,6.29
440,Matara,LK,2022-05-03 03:09:19,5.9485,80.5353,85.39,75,48,10.07
441,Charters Towers,AU,2022-05-03 03:09:20,-20.1,146.2667,82.13,50,29,10.29
442,Victoria,HK,2022-05-03 03:08:31,22.2855,114.1577,77.97,56,81,7.0
443,Marovoay,MG,2022-05-03 03:09:21,-16.1,46.6333,72.45,88,0,4.83
444,Husavik,IS,2022-05-03 03:09:21,66.0449,-17.3389,33.84,95,100,3.33
445,Kadipaten,ID,2022-05-03 03:09:22,-8.1357,113.2158,86.72,64,21,4.05
446,Misratah,LY,2022-05-03 03:07:26,32.3754,15.0925,61.88,60,55,8.63
447,Phayuha Khiri,TH,2022-05-03 03:09:23,15.4553,100.1353,81.97,50,100,9.1
448,Oron,NG,2022-05-03 03:10:24,4.8256,8.2343,74.16,94,100,4.21
449,Rincon,US,2022-05-03 03:10:24,32.296,-81.2354,74.86,78,20,8.05
450,Tonj,SS,2022-05-03 03:10:25,7.2737,28.6822,74.32,80,92,5.01
451,Awbari,LY,2022-05-03 03:10:25,26.5921,12.7805,64.17,35,0,8.08
452,Baykit,RU,2022-05-03 03:10:26,61.67,96.37,34.81,91,100,6.78
453,Kailua,US,2022-05-03 03:09:12,21.4022,-157.7394,82.38,81,53,8.99
454,Lingsugur,IN,2022-05-03 03:10:27,16.1667,76.5167,86.36,45,43,13.51
455,Ponta Delgada,PT,2022-05-03 03:10:27,37.7333,-25.6667,63.5,82,40,4.61
456,Paita,PE,2022-05-03 03:10:28,-5.0892,-81.1144,68.23,79,64,11.07
457,Kuching,MY,2022-05-03 03:10:28,1.55,110.3333,86.22,79,40,3.44
458,Rabat,MA,2022-05-03 03:08:33,33.9911,-6.8401,61.16,100,75,3.44
459,Zhanakorgan,KZ,2022-05-03 03:10:29,43.9098,67.2495,71.47,58,86,3.89
460,San Policarpo,PH,2022-05-03 03:10:30,12.1791,125.5072,83.93,72,95,9.37
461,Maxixe,MZ,2022-05-03 03:10:30,-23.8597,35.3472,66.88,92,41,5.79
462,Tasiilaq,GL,2022-05-03 03:10:31,65.6145,-37.6368,24.96,95,99,2.42
463,Grindavik,IS,2022-05-03 03:10:31,63.8424,-22.4338,43.27,93,100,8.05
464,Bulgan,MN,2022-05-03 03:10:32,48.8125,103.5347,70.11,12,100,8.68
465,Goundam,ML,2022-05-03 03:10:33,16.4145,-3.6708,80.51,14,10,10.18
466,Popondetta,PG,2022-05-03 03:10:33,-8.7537,148.2534,88.84,59,14,4.18
467,Zhezkazgan,KZ,2022-05-03 03:10:34,47.8043,67.7144,57.18,47,75,20.13
468,Guaraniacu,BR,2022-05-03 03:10:34,-25.1008,-52.8781,62.01,98,79,3.02
469,Prado,BR,2022-05-03 03:10:35,-17.3411,-39.2208,73.78,84,2,5.97
470,Nantucket,US,2022-05-03 03:10:36,41.2835,-70.0995,48.34,92,100,9.22
471,Belaya Gora,RU,2022-05-03 03:10:36,68.5333,146.4167,31.82,100,100,5.06
472,Scottsbluff,US,2022-05-03 03:10:37,41.8666,-103.6672,35.83,87,0,5.75
473,Morant Bay,JM,2022-05-03 03:10:37,17.8815,-76.4093,82.02,89,9,11.68
474,Walvis Bay,NA,2022-05-03 03:10:38,-22.9575,14.5053,76.59,33,0,7.49
475,Conceicao Do Araguaia,BR,2022-05-03 03:10:38,-8.2578,-49.2647,74.64,79,100,1.83
476,Shelbyville,US,2022-05-03 03:08:04,35.4834,-86.4603,66.92,47,0,1.01
477,Chaman,PK,2022-05-03 03:10:39,30.9236,66.4512,76.5,26,4,1.5
478,North Bend,US,2022-05-03 03:10:40,43.4065,-124.2243,48.92,96,100,14.97
479,Sillamae,EE,2022-05-03 03:10:40,59.3997,27.7547,40.26,85,98,13.0
480,Vila Velha,BR,2022-05-03 03:10:41,-20.3297,-40.2925,75.15,93,0,3.44
481,Ransang,PH,2022-05-03 03:10:41,8.9603,117.5828,86.27,66,71,3.89
482,Norden,DE,2022-05-03 03:10:42,53.6,7.2,47.97,91,91,9.44
483,Kiunga,PG,2022-05-03 03:10:43,-6.1219,141.2906,87.37,63,97,3.94
484,Kawhia,NZ,2022-05-03 03:10:43,-38.0651,174.8183,72.52,66,100,5.32
485,Muhos,FI,2022-05-03 03:10:44,64.808,25.9931,29.98,94,100,13.87
486,Tahe,CN,2022-05-03 03:10:44,52.3333,124.7333,42.21,20,5,12.17
487,Katobu,ID,2022-05-03 03:10:45,-4.9408,122.5276,89.46,57,19,2.19
488,Uusikaupunki,FI,2022-05-03 03:10:45,60.8004,21.4084,37.42,67,3,20.67
489,Antequera,ES,2022-05-03 03:10:46,37.0194,-4.5612,58.95,90,21,1.61
490,Plouzane,FR,2022-05-03 03:10:46,48.3833,-4.6167,46.72,96,40,6.91
491,Synya,RU,2022-05-03 03:10:47,65.3718,58.0387,31.84,84,96,10.54
492,Najran,SA,2022-05-03 03:10:47,17.4924,44.1277,75.22,20,2,4.99
493,Hauterive,FR,2022-05-03 03:11:48,46.0901,3.4459,48.96,93,100,1.41
494,Yei,SS,2022-05-03 03:11:48,4.095,30.6779,64.76,95,65,4.16
495,Usvyaty,RU,2022-05-03 03:11:49,55.7456,30.7533,39.52,88,62,6.13
496,Quatre Cocos,MU,2022-05-03 03:11:49,-20.2078,57.7625,75.31,85,17,9.73
497,Gat,IL,2022-05-03 03:11:50,31.61,34.7642,80.78,30,70,9.86
498,Termiz,UZ,2022-05-03 03:10:17,37.2242,67.2783,73.49,60,40,6.91
499,Nakusp,CA,2022-05-03 03:11:51,50.2499,-117.8023,52.47,75,100,1.34
500,Byron Bay,AU,2022-05-03 03:07:44,-28.65,153.6167,64.94,84,78,6.11
501,Parker,US,2022-05-03 03:11:42,32.7668,-97.8003,78.51,74,0,1.99
502,Ixtapa,MX,2022-05-03 03:11:52,20.7,-105.2,74.43,88,40,0.0
503,Bubaque,GW,2022-05-03 03:11:52,11.2833,-15.8333,77.07,67,76,9.55
504,Severomorsk,RU,2022-05-03 03:11:53,69.0689,33.4162,28.8,92,100,27.81
505,Otradnoye,RU,2022-05-03 03:11:53,59.7775,30.8181,44.04,79,98,11.01
506,Talnakh,RU,2022-05-03 03:11:54,69.4865,88.3972,16.21,92,93,3.04
507,Ardabil,IR,2022-05-03 03:11:54,38.2498,48.2933,47.75,100,75,13.8
508,Renqiu,CN,2022-05-03 03:11:55,38.6989,116.0936,85.84,17,62,15.39
509,Wattegama,LK,2022-05-03 03:11:55,6.7989,81.4808,84.9,68,38,0.67
510,Mamou,GN,2022-05-03 03:11:56,10.5,-12.0,70.23,92,100,3.09
511,Warman,CA,2022-05-03 03:11:56,52.3168,-106.5679,56.08,51,91,12.35
512,Idrinskoye,RU,2022-05-03 03:11:57,54.3708,92.1358,49.35,40,2,7.52
513,Qixingtai,CN,2022-05-03 03:11:57,30.4135,111.8874,76.06,45,91,6.15
514,Talaya,RU,2022-05-03 03:11:58,61.3833,152.75,34.68,96,42,3.2
515,Jeremie,HT,2022-05-03 03:11:59,18.65,-74.1167,78.03,71,5,5.91
516,Yeniseysk,RU,2022-05-03 03:11:59,58.4497,92.1703,39.65,70,81,13.47
517,Ucluelet,CA,2022-05-03 03:09:33,48.9329,-125.5528,52.09,84,61,1.01
518,Alvand,IR,2022-05-03 03:12:00,36.3187,49.1678,43.88,89,45,5.1
519,Podgornoye,RU,2022-05-03 03:12:00,51.735,39.1496,48.42,49,0,4.47
520,Covington,US,2022-05-03 03:12:01,39.0837,-84.5086,63.91,69,100,4.61
521,Takoradi,GH,2022-05-03 03:12:01,4.8845,-1.7554,79.72,81,100,2.3
522,Wewak,PG,2022-05-03 03:12:02,-3.5534,143.6268,84.42,75,45,5.23
523,Hanmer Springs,NZ,2022-05-03 03:12:02,-42.5167,172.8167,67.5,51,47,3.29
524,Logumkloster,DK,2022-05-03 03:12:03,55.0594,8.9551,45.1,79,67,10.31
525,Mayo,US,2022-05-03 03:12:03,38.8876,-76.5119,65.39,88,0,0.0
526,San Cristobal,VE,2022-05-03 03:12:04,7.7669,-72.225,75.38,87,58,3.0
527,Tura,IN,2022-05-03 03:12:04,25.5198,90.2201,80.56,69,71,1.16
528,Yonago,JP,2022-05-03 03:12:05,35.4333,133.3333,66.13,45,20,9.22
529,Rexburg,US,2022-05-03 03:07:22,43.826,-111.7897,49.51,76,75,3.44
530,Kourou,GF,2022-05-03 03:12:06,5.1552,-52.6478,75.11,97,100,5.95
531,Mackenzie,CA,2022-05-03 03:09:33,55.2999,-123.1698,48.42,71,75,3.44
532,Musoma,TZ,2022-05-03 03:12:07,-1.5,33.8,66.87,86,100,5.39
533,Constitucion,CL,2022-05-03 03:12:07,-35.3333,-72.4167,52.47,66,7,5.48
534,Pangnirtung,CA,2022-05-03 03:12:08,66.1451,-65.7125,17.74,97,100,1.88
535,Christchurch,NZ,2022-05-03 03:10:55,-43.5333,172.6333,68.95,58,11,5.75
536,Dubrovytsya,UA,2022-05-03 03:12:09,51.5744,26.565,45.37,84,39,4.07
537,Santa Ana,US,2022-05-03 03:08:30,33.7456,-117.8678,66.65,80,20,6.91
538,Saint-Joseph,RE,2022-05-03 03:12:09,-21.3667,55.6167,71.98,81,27,3.91
539,Vao,NC,2022-05-03 03:12:10,-22.6667,167.4833,76.15,86,27,9.19
540,Yumen,CN,2022-05-03 03:12:10,40.2833,97.2,72.79,6,2,8.03
541,Bengkulu,ID,2022-05-03 03:12:11,-3.8004,102.2655,83.61,70,67,3.56
542,Jumla,NP,2022-05-03 03:13:12,29.2747,82.1838,64.81,57,4,4.81
543,Karasjok,NO,2022-05-03 03:13:12,69.4719,25.5112,21.13,86,90,14.67
544,Hofn,IS,2022-05-03 03:13:13,64.2539,-15.2082,38.48,89,100,14.65
545,Ginir,ET,2022-05-03 03:13:13,7.1333,40.7,55.9,81,44,4.21
